"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 25 20:14:42 GMT 2023","Wed Jan 25 20:14:46 GMT 2023","3514","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:49 GMT 2023","Wed Jan 25 20:15:51 GMT 2023","2297","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:16 GMT 2023","Wed Jan 25 20:15:19 GMT 2023","2305","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:04 GMT 2023","Wed Jan 25 20:15:06 GMT 2023","1919","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:14:54 GMT 2023","Wed Jan 25 20:15:00 GMT 2023","5679","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:45 GMT 2023","Wed Jan 25 20:15:49 GMT 2023","4105","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:00 GMT 2023","Wed Jan 25 20:15:04 GMT 2023","4180","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:14:38 GMT 2023","Wed Jan 25 20:14:42 GMT 2023","3617","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:14:29 GMT 2023","Wed Jan 25 20:14:38 GMT 2023","9225","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:06 GMT 2023","Wed Jan 25 20:15:07 GMT 2023","818","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:32 GMT 2023","Wed Jan 25 20:15:32 GMT 2023","784","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:14:46 GMT 2023","Wed Jan 25 20:14:54 GMT 2023","8240","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:32 GMT 2023","Wed Jan 25 20:15:33 GMT 2023","786","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:12 GMT 2023","Wed Jan 25 20:15:16 GMT 2023","4152","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:06 GMT 2023","Wed Jan 25 20:15:06 GMT 2023","785","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 20:15:33 GMT 2023","Wed Jan 25 20:15:45 GMT 2023","11975","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 20:15:07 GMT 2023","Wed Jan 25 20:15:12 GMT 2023","4776","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 20:15:19 GMT 2023","Wed Jan 25 20:15:32 GMT 2023","12978","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
