"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 25 18:54:42 GMT 2023","Wed Jan 25 18:54:47 GMT 2023","4195","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:55:11 GMT 2023","Wed Jan 25 18:55:21 GMT 2023","10338","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:55:22 GMT 2023","Wed Jan 25 18:55:23 GMT 2023","991","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 18:54:54 GMT 2023","Wed Jan 25 18:55:05 GMT 2023","10289","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:54:53 GMT 2023","Wed Jan 25 18:54:54 GMT 2023","958","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 18:55:23 GMT 2023","Wed Jan 25 18:55:35 GMT 2023","11733","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:54:52 GMT 2023","Wed Jan 25 18:54:53 GMT 2023","961","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:54:22 GMT 2023","Wed Jan 25 18:54:25 GMT 2023","3644","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:55:40 GMT 2023","Wed Jan 25 18:55:42 GMT 2023","2375","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:54:29 GMT 2023","Wed Jan 25 18:54:37 GMT 2023","8097","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:55:35 GMT 2023","Wed Jan 25 18:55:40 GMT 2023","4744","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:54:25 GMT 2023","Wed Jan 25 18:54:29 GMT 2023","3462","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:55:05 GMT 2023","Wed Jan 25 18:55:09 GMT 2023","4044","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:55:21 GMT 2023","Wed Jan 25 18:55:22 GMT 2023","1013","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:54:47 GMT 2023","Wed Jan 25 18:54:52 GMT 2023","5795","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:54:12 GMT 2023","Wed Jan 25 18:54:22 GMT 2023","9978","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:54:37 GMT 2023","Wed Jan 25 18:54:42 GMT 2023","5512","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 18:55:09 GMT 2023","Wed Jan 25 18:55:11 GMT 2023","2359","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
