"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 25 19:09:34 GMT 2023","Wed Jan 25 19:09:43 GMT 2023","8612","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:10:16 GMT 2023","Wed Jan 25 19:10:30 GMT 2023","14203","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:10:30 GMT 2023","Wed Jan 25 19:10:31 GMT 2023","468","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:10:30 GMT 2023","Wed Jan 25 19:10:30 GMT 2023","520","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:10:09 GMT 2023","Wed Jan 25 19:10:13 GMT 2023","4279","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:10:37 GMT 2023","Wed Jan 25 19:10:42 GMT 2023","4224","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:09:43 GMT 2023","Wed Jan 25 19:09:49 GMT 2023","6052","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:09:49 GMT 2023","Wed Jan 25 19:09:53 GMT 2023","4306","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:10:13 GMT 2023","Wed Jan 25 19:10:16 GMT 2023","2316","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:10:02 GMT 2023","Wed Jan 25 19:10:02 GMT 2023","606","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:09:53 GMT 2023","Wed Jan 25 19:10:02 GMT 2023","8735","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:09:27 GMT 2023","Wed Jan 25 19:09:30 GMT 2023","3658","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:09:30 GMT 2023","Wed Jan 25 19:09:34 GMT 2023","3483","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:10:42 GMT 2023","Wed Jan 25 19:10:44 GMT 2023","2340","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 19:10:03 GMT 2023","Wed Jan 25 19:10:09 GMT 2023","6341","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:10:02 GMT 2023","Wed Jan 25 19:10:03 GMT 2023","420","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:09:17 GMT 2023","Wed Jan 25 19:09:27 GMT 2023","9354","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 19:10:31 GMT 2023","Wed Jan 25 19:10:37 GMT 2023","6535","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
