"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jan 27 13:00:24 GMT 2023","Fri Jan 27 13:00:25 GMT 2023","300","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:20 GMT 2023","Fri Jan 27 13:00:21 GMT 2023","285","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:24 GMT 2023","Fri Jan 27 13:00:24 GMT 2023","299","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:23 GMT 2023","Fri Jan 27 13:00:24 GMT 2023","290","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:14 GMT 2023","Fri Jan 27 13:00:14 GMT 2023","215","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:21 GMT 2023","Fri Jan 27 13:00:22 GMT 2023","214","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:13 GMT 2023","Fri Jan 27 13:00:14 GMT 2023","275","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:21 GMT 2023","Fri Jan 27 13:00:21 GMT 2023","295","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:14 GMT 2023","Fri Jan 27 13:00:14 GMT 2023","283","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:13 GMT 2023","Fri Jan 27 13:00:13 GMT 2023","252","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:21 GMT 2023","Fri Jan 27 13:00:21 GMT 2023","297","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:15 GMT 2023","Fri Jan 27 13:00:20 GMT 2023","5719","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:14 GMT 2023","Fri Jan 27 13:00:14 GMT 2023","260","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:22 GMT 2023","Fri Jan 27 13:00:23 GMT 2023","1564","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:09 GMT 2023","Fri Jan 27 13:00:13 GMT 2023","4317","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:21 GMT 2023","Fri Jan 27 13:00:21 GMT 2023","231","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:24 GMT 2023","Fri Jan 27 13:00:24 GMT 2023","310","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Fri Jan 27 13:00:24 GMT 2023","Fri Jan 27 13:00:24 GMT 2023","284","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
