"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jan 25 19:04:35 GMT 2023","Wed Jan 25 19:04:35 GMT 2023","93","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 19:04:43 GMT 2023","Wed Jan 25 19:04:53 GMT 2023","9909","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:05:21 GMT 2023","Wed Jan 25 19:05:25 GMT 2023","4094","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 19:04:36 GMT 2023","Wed Jan 25 19:04:36 GMT 2023","109","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:04:36 GMT 2023","Wed Jan 25 19:04:42 GMT 2023","5829","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:04:42 GMT 2023","Wed Jan 25 19:04:42 GMT 2023","602","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 19:04:35 GMT 2023","Wed Jan 25 19:04:35 GMT 2023","116","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 19:04:34 GMT 2023","Wed Jan 25 19:04:35 GMT 2023","1172","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 19:05:10 GMT 2023","Wed Jan 25 19:05:21 GMT 2023","10949","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 19:04:36 GMT 2023","Wed Jan 25 19:04:36 GMT 2023","104","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:05:09 GMT 2023","Wed Jan 25 19:05:09 GMT 2023","520","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:05:09 GMT 2023","Wed Jan 25 19:05:10 GMT 2023","528","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:04:53 GMT 2023","Wed Jan 25 19:04:57 GMT 2023","4093","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:04:57 GMT 2023","Wed Jan 25 19:04:59 GMT 2023","2356","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"broken","Wed Jan 25 19:04:35 GMT 2023","Wed Jan 25 19:04:36 GMT 2023","111","Multi Browser Test","Firefox Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:05:25 GMT 2023","Wed Jan 25 19:05:27 GMT 2023","2378","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:04:59 GMT 2023","Wed Jan 25 19:05:09 GMT 2023","9744","Multi Browser Test","Edge","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Jan 25 19:04:42 GMT 2023","Wed Jan 25 19:04:43 GMT 2023","466","Multi Browser Test","Chrome Test","runner.TestRunner","runner.TestRunner","runScenario","Runs Cucumber Scenarios",""
